Open Mic,Day,Start Time,Latest End Time,Venue Name,Borough,Neighborhood,Location,Venue type,Cost,Stage time,Sign-Up Instructions,Host(s) / Organizer,Changes/updates,Last verified,This Month's Changes ,Other Rules,Help other comics! Leave reviews,unique identifier,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source
EastVille Mic,Wednesday,6:00 PM,8:00 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,1 drink,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Wednesday-6:00 PM-@laughingbuddhacomedy,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Try New Sh*t,Wednesday,9:45 PM,11:30 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,$3 + 1 drink,,in person,Sean Mullins,@seantmullins,Verified 8/7 SMS,,,,Wednesday-9:45 PM-@seantmullins,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
EastVille Buddha Mic,Thursday,6:00 PM,7:30 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Thursday-6:00 PM-@laughingbuddhacomedy,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Trauma Dump Thursday Mic,Thursday,8:00 PM,9:30 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free + 1 item minimum,5,signup there 30 mins prior,Rachel Warden,@traumadumpthursdaymic,Verified 8/7 SMS,,,,Thursday-8:00 PM-@traumadumpthursdaymic,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
EastVille Mic,Friday,6:00 PM,7:30 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,,@eastvillecomedy,Unverified,,,,Eastville_Comedy_Club_Friday_600_PM_49,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Goodnight Mic,Friday,11:30 PM,1:00 AM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free (buy smth at bar pls),5,Sign up in person,Josh Blume/Angel Contreras,@goodnightmic,Verified 8/7 SMS,,,,Eastville_Comedy_Club_Friday_1130_PM_50,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Last stop Mic,Saturday,11:30 PM,1:00 AM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,$5 ,5,Sign up in person,Angel Contreras and Matt,@oddballmatt1,Verified 8/7 SMS,,,,,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Ludo Minute mic,Sunday,4:00 PM,5:30 PM,Enoch'S,Manhattan ,Hudson Yards,"480 10th Ave, New York, NY 10018",Bar,$5 ,45722,https://www.feather.rsvp/events/b9970d85-413d-4aee-a0c9-c7ce0d79fbb4,David Mendelovitz,@dfordavery,Verified 8/7 SMS,,,,Sunday-4:00 PM-@dfordavery,40.756313,-73.997651,1,rooftop,480 10th Ave,,"New York, NY 10018",480,10th Ave,,,New York,NY,New York County,10018,US,City of New York
Variety Mic,Wednesday,6:30 PM,8:00 PM,Enoch'S,Manhattan,Hudson Yards,"480 10th Ave, New York, NY 10018",Bar,$3 ,45722,sign up at 6 pm,Shawn Wickens,@timetravelingstoned,Verified 8/9 Malev,,,,Wednesday-6:30 PM-@timetravelingstoned,40.756313,-73.997651,1,rooftop,480 10th Ave,,"New York, NY 10018",480,10th Ave,,,New York,NY,New York County,10018,US,City of New York
C Sweet Comedy,Sunday,4:00 PM,5:30 PM,House Watch,Manhattan ,East Village,"50 Avenue B New York, NY 10009",Bar,$5 ,5,Comment on IG @csweetcomedy. Sign up in person ,C Sweet Comedy,@csweetcomedy,Verified 8/7 SMS,,show up first go up first depending on the host,,Sunday-4:00 PM-@csweetcomedy,40.723201,-73.982716,1,rooftop,50 Ave B,,"New York, NY 10009",50,Ave B,,,New York,NY,New York County,10009,US,City of New York
St. Mark's LaughingBuddha Mic,Sunday,5:00 PM,6:30 PM,St. Mark'S Comedy Club,Manhattan ,East village,"243 W 54th St, New York, NY 10019",Comedy Club,$7 ,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Sunday-5:00 PM-@laughingbuddhacomedy,40.764498,-73.983298,1,rooftop,243 W 54th St,,"New York, NY 10019",243,W 54th St,,,New York,NY,New York County,10019,US,City of New York
Win a Guest Spot! St. Mark's LaughingBuddha Mic,Monday,7:00 PM,8:30 PM,St. Mark'S Comedy Club,Manhattan,East village,"243 W 54th St, New York, NY 10019",Comedy Club,$7 ,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 8/7 SMS,,,only 10 comics per mic. Must stay the whole time. A booker for the club watches every mic.,,40.764498,-73.983298,1,rooftop,243 W 54th St,,"New York, NY 10019",243,W 54th St,,,New York,NY,New York County,10019,US,City of New York
Producer's Club,Sunday,5:00 PM,6:00 PM,Producer'S Club,Manhattan ,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Sunday-5:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Sunday,6:00 PM,7:30 PM,Producer'S Club,Manhattan ,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5. (NO CASH),5,www.bushwickcomedy.com,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Sunday-6:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Sunday,7:30 PM,9:00 PM,Producer'S Club,Manhattan ,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,Free (buy smth at bar pls),6,"signup @byotmic on insta, or waitlist there",Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Sunday-7:30 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Monday,5:00 PM,6:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Monday,6:00 PM,7:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5 ,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Monday,7:30 PM,9:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$6 online,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Monday,8:30 PM,10:15 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Tuesday,5:00 PM,6:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Tuesday-5:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Tuesday,6:00 PM,8:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Tuesday-6:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Tuesday,7:30 PM,9:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,N/A,N/A,Tuesday-7:30 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Wednesday,5:00 PM,6:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,ProducerS_Club_Wednesday_500_PM_67,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Wednesday,6:00 PM,7:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Comedy Club,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Wednesday-6:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Wednesday,7:30 PM,9:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Bar,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Wednesday-7:30 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Thursday,5:00 PM,6:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Thursday,6:00 PM,8:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Thursday-6:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Thursday,7:30 PM,9:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Thursday-7:30 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Thursday,9:00 PM,10:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,in person only,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,Thursday-9:00 PM-@micdupnyc,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Friday,5:00 PM,6:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,Sign up in person,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,ProducerS_Club_Friday_500_PM_74,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Friday,6:00 PM,7:30 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,Sign up in person,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,ProducerS_Club_Friday_600_PM_75,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Producer's Club,Friday,7:30 PM,9:00 PM,Producer'S Club,Manhattan,Hell's Kitchen,"358 W 44th St, New York, NY 10036",Theatre Space,$5 cash,5,Sign up in person,Dee Major,@micdupnyc,Verified 8/7 SMS,,,,ProducerS_Club_Friday_730_PM_76,40.759554,-73.9915,1,rooftop,358 W 44th St,,"New York, NY 10036",358,W 44th St,,,New York,NY,New York County,10036,US,City of New York
Infinity Mic,Sunday,5:00 PM,7:00 PM,Caffeine Underground,Brooklyn,Bushwick,"447 Central Ave Suite A, Brooklyn, NY 11221",Coffee Shop,Free (buy smth at bar pls),5,,Infinity Mic,@thesubwayshowpartdeux,Verified tediously 8/7 Malev,,,,Sunday-5:00 PM-@thesubwayshowpartdeux,40.692193,-73.914545,1,rooftop,447 Central Ave,Ste A,"Brooklyn, NY 11221",447,Central Ave,Ste,A,Brooklyn,NY,Kings County,11221,US,City of New York
Fun Mug RIFF Mic,Sunday,6:00 PM,7:30 PM,Fear City Comedy Club,Manhattan ,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Pablo Pantalones,@funmugnyc or @pabspants,Verified 8/7 SMS,,"2 comics go up together to each pull 3 riffs from the bucket, riff back and forth on stage together, then they get to each choose another comic to take their place, it's actually super fun",An Adam favorite,Sunday-6:00 PM-@funmugnyc or @pabspants,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
*Show Dependent* 9or10 Fear City,Sunday,9:00 PM,10:30 PM,Fear City Comedy Club,Manhattan ,LES,"17 Essex St, New York, NY 10002",Comedy Club,$2 ,5,sign up there,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Sunday-9:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Monday,6:00 PM,7:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City,Monday,9:00 PM,10:15 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Sign up in person,Danny Fallon,@thefearcitycomedyclub,Verified 8/7 SMS,,,,,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Tuesday,6:00 PM,7:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Tuesday-6:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City,Tuesday,9:00 PM,10:15 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Sign up in person,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Tuesday-9:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Wednesday,6:00 PM,7:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Wednesday-6:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
*Show Dependent* 9or10 Fear City,Wednesday,9:00 PM,10:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Find IG post about mic and comment on it: @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,"Max 12 comedians, hard stop at 9 PM because the bar has karaoke after.",,Wednesday-9:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Thursday,6:00 PM,7:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Thursday-6:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
*Show Dependent* 9or10 Fear City,Thursday,9:00 PM,10:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Thursday-9:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Friday,6:00 PM,7:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Fear_City_Comedy_Club_Friday_600_PM_88,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Friday,10:00 PM,7:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Fear_City_Comedy_Club_Friday_1000_PM_89,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
Fear City Mic,Saturday,4:00 PM,5:30 PM,Fear City Comedy Club,Manhattan,LES,"17 Essex St, New York, NY 10002",Comedy Club,$5 ,5,Comment on IG @thefearcitycomedyclub,Jonesy,@thefearcitycomedyclub,Verified 8/7 SMS,,,,Saturday-4:00 PM-@thefearcitycomedyclub,40.715248,-73.990081,1,rooftop,17 Essex St,,"New York, NY 10002",17,Essex St,,,New York,NY,New York County,10002,US,City of New York
*1st/3rd Sun* Party Salad,Sunday,6:00 PM,8:00 PM,Easy Lover BK,Brooklyn,Williamsburg,"790 Metropolitan Ave, Brooklyn, NY 11211",Bar,Free (buy smth at bar pls),5,signup there,Zoe and Polina,@partysaladmic,Verified tediously 8/3 Malev,,,,Sunday-6:00 PM-@partysaladmic,40.71459,-73.942545,1,rooftop,790 Metropolitan Ave,,"Brooklyn, NY 11211",790,Metropolitan Ave,,,Brooklyn,NY,Kings County,11211,US,City of New York
Bob and Sam,Sunday,8:00 PM,9:30 PM,Easy Lover BK,Brooklyn,Williamsburg,"790 Metropolitan Ave, Brooklyn, NY 11211",Bar,1 item min,,Sign up in person,,@bobandsammic,Verified tediously 8/3 Malev,,,,Sunday-8:00 PM-@bobandsammic,40.71459,-73.942545,1,rooftop,790 Metropolitan Ave,,"Brooklyn, NY 11211",790,Metropolitan Ave,,,Brooklyn,NY,Kings County,11211,US,City of New York
*2nd/4th* backyard baseball,Thursday,7:00 PM,8:30 PM,Easy Lover BK,Brooklyn,Williamsburg,"790 Metropolitan Ave, Brooklyn, NY 11211",Bar,Free,5,Sign up in person,,@backyardbbcomic,Verified tediously 8/3 Malev,,,,Thursday-7:00 PM-@backyardbbcomic,40.71459,-73.942545,1,rooftop,790 Metropolitan Ave,,"Brooklyn, NY 11211",790,Metropolitan Ave,,,Brooklyn,NY,Kings County,11211,US,City of New York
feelings wheel,Saturday,5:30 PM,7:00 PM,Easy Lover BK,Brooklyn,Williamsburg,"790 Metropolitan Ave, Brooklyn, NY 11211",Bar,Free,,Sign up in person,Verified 7/10 Leo,@feelingswheeliess,Verified 8/7 SMS,,,,Saturday-5:30 PM-@feelingswheeliess,40.71459,-73.942545,1,rooftop,790 Metropolitan Ave,,"Brooklyn, NY 11211",790,Metropolitan Ave,,,Brooklyn,NY,Kings County,11211,US,City of New York
Bushwick Comedy Club,Sunday,6:30 PM,7:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Bar,Free (buy smth at bar pls),5,signup there,Bushwick Comedy Club,@bushwickcomedyclub,Verified tediously 8/3 Malev,,Buy a drink please,,Sunday-6:30 PM-@bushwickcomedyclub,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Bushwick Comedy Club,Monday,7:30 PM,8:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Comedy Club,$5. (NO CASH),5,www.bushwickcomedy.com,Jad/Brooks/Kyle,@bushwickcomedyclub,Verified tediously 8/3 Malev,,,,,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Bushwick Comedy Club,Tuesday,7:30 PM,8:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Comedy Club,$5. (NO CASH),5,www.bushwickcomedy.com,Jad/Brooks/Kyle,@bushwickcomedyclub,Verified tediously 7/22 Malev,,show up first go up first depending on the host,,Bushwick_Comedy_Club_Tuesday_730_PM_97,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Bushwick Comedy Club,Wednesday,7:30 PM,8:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Bar,$5 online,5,www.bushwickcomedy.com,Jad/Brooks/Kyle,@bushwickcomedyclub,Verified tediously 8/3 Malev,,,,Wednesday-7:30 PM-@bushwickcomedyclub,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Bushwick Comedy Club,Thursday,6:30 PM,7:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Comedy Club,$5. (NO CASH),5,www.bushwickcomedy.com,Jad/Brooks/Kyle,@bushwickcomedyclub,Verified tediously 8/3 Malev,,,,Thursday-6:30 PM-@bushwickcomedyclub,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Bushwick Comedy Club,Friday,6:30 PM,7:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Comedy Club,$5. (NO CASH),5,www.bushwickcomedy.com,Jad/Brooks/Kyle,@bushwickcomedyclub,Verified tediously 7/31 Charlotte,,,,Bushwick_Comedy_Club_Friday_630_PM_100,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Bushwick Comedy Club,Saturday,6:30 PM,7:30 PM,Bushwick Comedy Club,Brooklyn,Bushwick,"259 Melrose St, Brooklyn, NY 11206",Comedy Club,$5. (NO CASH),5,www.bushwickcomedy.com,Jad/Brooks/Kyle,@bushwickcomedyclub,Verified tediously 7/31 Charlotte,,,,Saturday-6:30 PM-@bushwickcomedyclub,40.70198,-73.929886,1,rooftop,259 Melrose St,,"Brooklyn, NY 11206",259,Melrose St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Idaho bar,Sunday,7:00 PM,8:30 PM,Idaho Bar,Manhattan ,East Village,"349 E 13th St, New York, NY 10003",Comedy Club,$2 ,5,sign up there,Idahoer,@udahocomedy,Verified 8/7 SMS,,only 10 comics per mic. Must stay the whole time. A booker for the club watches every mic.,,Sunday-7:00 PM-@udahocomedy,40.730909,-73.98339,1,rooftop,349 E 13th St,,"New York, NY 10003",349,E 13th St,,,New York,NY,New York County,10003,US,City of New York
Punching Bag ,Sunday,8:00 PM,9:30 PM,O'Keefe'S Bar,Brooklyn,Downtown Brooklyn,"62 Court St, Brooklyn, NY 11201",Bar,Free (buy smth at bar pls),,signup there,Punching Bag,@punchingbagcomedy,Unverified,,,,Sunday-8:00 PM-@punchingbagcomedy,40.692038,-73.991404,1,rooftop,62 Court St,,"Brooklyn, NY 11201",62,Court St,,,Brooklyn,NY,Kings County,11201,US,City of New York
Tiny Cupboard,Sunday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Bar,Free (buy smth at bar pls),5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Tiny Cupboard,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Sunday-8:30 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
